n,f(x),x,p,||p||,gradient,||gradient||,alpha,k,eps
1,13.0000,[0.0000 0.0000 ],[0.0787 -0.2362 ],0.2490,[-10.0000 30.0000 ],31.6228,0.0079,127,0.0001
2,8.3748,[0.0787 -0.2362 ],[0.1944 0.0419 ],0.1988,[-49.3701 -10.6299 ],50.5015,0.0039,127,0.0001
3,5.4437,[0.2731 -0.1944 ],[-0.0431 -0.1932 ],0.1979,[10.9350 49.0650 ],50.2688,0.0039,127,0.0001
4,2.6042,[0.2301 -0.3875 ],[0.1920 0.0442 ],0.1970,[-48.7648 -11.2352 ],50.0423,0.0039,127,0.0001
5,-0.1465,[0.4220 -0.3433 ],[-0.0454 -0.1908 ],0.1961,[11.5307 48.4693 ],49.8220,0.0039,127,0.0001
6,-2.8113,[0.3767 -0.5341 ],[0.1897 0.0465 ],0.1953,[-48.1784 -11.8216 ],49.6076,0.0039,127,0.0001
7,-5.3928,[0.5663 -0.4876 ],[-0.0477 -0.1886 ],0.1945,[12.1078 47.8922 ],49.3990,0.0039,127,0.0001
8,-7.8937,[0.5187 -0.6761 ],[0.1874 0.0488 ],0.1937,[-47.6104 -12.3896 ],49.1961,0.0039,127,0.0001
9,-10.3164,[0.7061 -0.6274 ],[-0.0499 -0.1864 ],0.1929,[12.6669 47.3331 ],48.9987,0.0039,127,0.0001
10,-12.6634,[0.6562 -0.8137 ],[0.1853 0.0509 ],0.1922,[-47.0601 -12.9399 ],48.8067,0.0039,127,0.0001
11,-14.9371,[0.8415 -0.7628 ],[-0.0520 -0.1842 ],0.1914,[13.2086 46.7914 ],48.6200,0.0039,127,0.0001
12,-17.1397,[0.7895 -0.9470 ],[0.1832 0.0530 ],0.1907,[-46.5270 -13.4730 ],48.4385,0.0039,127,0.0001
13,-19.2735,[0.9727 -0.8939 ],[-0.0541 -0.1822 ],0.1900,[13.7333 46.2667 ],48.2619,0.0039,127,0.0001
14,-21.3406,[0.9186 -1.0761 ],[0.1811 0.0551 ],0.1893,[-46.0106 -13.9894 ],48.0903,0.0039,127,0.0001
15,-23.3431,[1.0998 -1.0210 ],[-0.0561 -0.1802 ],0.1887,[14.2416 45.7584 ],47.9234,0.0039,127,0.0001
16,-25.2830,[1.0437 -1.2012 ],[0.1792 0.0570 ],0.1880,[-45.5103 -14.4897 ],47.7613,0.0039,127,0.0001
17,-27.1624,[1.2229 -1.1441 ],[-0.0580 -0.1782 ],0.1874,[14.7340 45.2660 ],47.6036,0.0039,127,0.0001
18,-28.9830,[1.1649 -1.3223 ],[0.1773 0.0590 ],0.1868,[-45.0256 -14.9744 ],47.4504,0.0039,127,0.0001
19,-30.7467,[1.3421 -1.2634 ],[-0.0599 -0.1763 ],0.1862,[15.2110 44.7890 ],47.3015,0.0039,127,0.0001
20,-32.4553,[1.2822 -1.4397 ],[0.1754 0.0608 ],0.1857,[-44.5561 -15.4439 ],47.1568,0.0039,127,0.0001
21,-34.1105,[1.4577 -1.3789 ],[-0.0617 -0.1745 ],0.1851,[15.6731 44.3269 ],47.0161,0.0039,127,0.0001
22,-35.7140,[1.3960 -1.5534 ],[0.1736 0.0626 ],0.1846,[-44.1012 -15.8988 ],46.8795,0.0039,127,0.0001
23,-37.2674,[1.5696 -1.4908 ],[-0.0635 -0.1728 ],0.1840,[16.1208 43.8792 ],46.7468,0.0039,127,0.0001
24,-38.7722,[1.5061 -1.6636 ],[0.1719 0.0643 ],0.1835,[-43.6606 -16.3394 ],46.6179,0.0039,127,0.0001
25,-40.2300,[1.6780 -1.5993 ],[-0.0652 -0.1710 ],0.1830,[16.5545 43.4455 ],46.4926,0.0039,127,0.0001
26,-41.6423,[1.6128 -1.7703 ],[0.1702 0.0660 ],0.1826,[-43.2337 -16.7663 ],46.3709,0.0039,127,0.0001
27,-43.0104,[1.7830 -1.7043 ],[-0.0668 -0.1694 ],0.1821,[16.9747 43.0253 ],46.2528,0.0039,127,0.0001
28,-44.3358,[1.7162 -1.8737 ],[0.1686 0.0676 ],0.1816,[-42.8202 -17.1798 ],46.1380,0.0039,127,0.0001
29,-45.6197,[1.8848 -1.8061 ],[-0.0684 -0.1678 ],0.1812,[17.3817 42.6183 ],46.0266,0.0039,127,0.0001
30,-46.8636,[1.8164 -1.9738 ],[0.1670 0.0692 ],0.1808,[-42.4196 -17.5804 ],45.9183,0.0039,127,0.0001
31,-48.0686,[1.9834 -1.9046 ],[-0.0700 -0.1662 ],0.1804,[17.7760 42.2240 ],45.8132,0.0039,127,0.0001
32,-49.2359,[1.9134 -2.0709 ],[0.1655 0.0707 ],0.1800,[-42.0315 -17.9685 ],45.7112,0.0039,127,0.0001
33,-50.3667,[2.0789 -2.0001 ],[-0.0715 -0.1647 ],0.1796,[18.1580 41.8420 ],45.6121,0.0039,127,0.0001
34,-51.4622,[2.0074 -2.1649 ],[0.1640 0.0722 ],0.1792,[-41.6555 -18.3445 ],45.5160,0.0039,127,0.0001
35,-52.5235,[2.1714 -2.0926 ],[-0.0729 -0.1633 ],0.1788,[18.5280 41.4720 ],45.4226,0.0039,127,0.0001
36,-53.5516,[2.0984 -2.2559 ],[0.1626 0.0737 ],0.1785,[-41.2913 -18.7087 ],45.3320,0.0039,127,0.0001
37,-54.5476,[2.2610 -2.1823 ],[-0.0744 -0.1619 ],0.1781,[18.8865 41.1135 ],45.2440,0.0039,127,0.0001
38,-55.5125,[2.1866 -2.3441 ],[0.1612 0.0750 ],0.1778,[-40.9385 -19.0615 ],45.1586,0.0039,127,0.0001
39,-56.4472,[2.3478 -2.2691 ],[-0.0757 -0.1605 ],0.1775,[19.2338 40.7662 ],45.0758,0.0039,127,0.0001
40,-57.3527,[2.2721 -2.4296 ],[0.1598 0.0764 ],0.1771,[-40.5967 -19.4033 ],44.9953,0.0039,127,0.0001
41,-58.2299,[2.4319 -2.3532 ],[-0.0770 -0.1592 ],0.1768,[19.5702 40.4298 ],44.9173,0.0039,127,0.0001
42,-59.0797,[2.3549 -2.5123 ],[0.1585 0.0777 ],0.1765,[-40.2656 -19.7344 ],44.8415,0.0039,127,0.0001
43,-59.9030,[2.5134 -2.4347 ],[-0.0783 -0.1579 ],0.1763,[19.8961 40.1039 ],44.7680,0.0039,127,0.0001
44,-60.7005,[2.4351 -2.5925 ],[0.1573 0.0790 ],0.1760,[-39.9448 -20.0552 ],44.6967,0.0039,127,0.0001
45,-61.4731,[2.5923 -2.5136 ],[-0.0796 -0.1566 ],0.1757,[20.2118 39.7882 ],44.6275,0.0039,127,0.0001
46,-62.2215,[2.5128 -2.6702 ],[0.1560 0.0802 ],0.1754,[-39.6340 -20.3660 ],44.5604,0.0039,127,0.0001
47,-62.9466,[2.6688 -2.5901 ],[-0.0808 -0.1554 ],0.1752,[20.5177 39.4823 ],44.4953,0.0039,127,0.0001
48,-63.6490,[2.5880 -2.7455 ],[0.1549 0.0814 ],0.1749,[-39.3330 -20.6670 ],44.4321,0.0039,127,0.0001
49,-64.3295,[2.7429 -2.6641 ],[-0.0819 -0.1543 ],0.1747,[20.8140 39.1860 ],44.3708,0.0039,127,0.0001
50,-64.9887,[2.6609 -2.8184 ],[0.1537 0.0825 ],0.1745,[-39.0414 -20.9586 ],44.3113,0.0039,127,0.0001
51,-65.6273,[2.8146 -2.7359 ],[-0.0831 -0.1531 ],0.1742,[21.1010 38.8990 ],44.2536,0.0039,127,0.0001
52,-66.2459,[2.7316 -2.8890 ],[0.1526 0.0836 ],0.1740,[-38.7588 -21.2412 ],44.1977,0.0039,127,0.0001
53,-66.8452,[2.8841 -2.8054 ],[-0.0842 -0.1521 ],0.1738,[21.3791 38.6209 ],44.1434,0.0039,127,0.0001
54,-67.4258,[2.8000 -2.9575 ],[0.1515 0.0847 ],0.1736,[-38.4851 -21.5149 ],44.0908,0.0039,127,0.0001
55,-67.9883,[2.9515 -2.8728 ],[-0.0852 -0.1510 ],0.1734,[21.6485 38.3515 ],44.0397,0.0039,127,0.0001
56,-68.5331,[2.8663 -3.0237 ],[0.1505 0.0857 ],0.1732,[-38.2200 -21.7800 ],43.9902,0.0039,127,0.0001
57,-69.0610,[3.0167 -2.9380 ],[-0.0863 -0.1500 ],0.1730,[21.9095 38.0905 ],43.9422,0.0039,127,0.0001
58,-69.5723,[2.9305 -3.0880 ],[0.1495 0.0868 ],0.1728,[-37.9631 -22.0369 ],43.8956,0.0039,127,0.0001
59,-70.0677,[3.0799 -3.0012 ],[-0.0873 -0.1490 ],0.1726,[22.1623 37.8377 ],43.8504,0.0039,127,0.0001
60,-70.5476,[2.9927 -3.1502 ],[0.1485 0.0877 ],0.1725,[-37.7143 -22.2857 ],43.8066,0.0039,127,0.0001
61,-71.0125,[3.1412 -3.0624 ],[-0.0882 -0.1480 ],0.1723,[22.4072 37.5928 ],43.7642,0.0039,127,0.0001
62,-71.4629,[3.0529 -3.2104 ],[0.1475 0.0887 ],0.1721,[-37.4732 -22.5268 ],43.7230,0.0039,127,0.0001
63,-71.8992,[3.2005 -3.1217 ],[-0.0892 -0.1471 ],0.1720,[22.6444 37.3556 ],43.6830,0.0039,127,0.0001
64,-72.3218,[3.1113 -3.2688 ],[0.1466 0.0896 ],0.1718,[-37.2397 -22.7603 ],43.6443,0.0039,127,0.0001
65,-72.7313,[3.2579 -3.1792 ],[-0.0901 -0.1462 ],0.1717,[22.8743 37.1257 ],43.6068,0.0039,127,0.0001
66,-73.1279,[3.1679 -3.3254 ],[0.1457 0.0905 ],0.1715,[-37.0135 -22.9865 ],43.5704,0.0039,127,0.0001
67,-73.5122,[3.3136 -3.2349 ],[-0.0909 -0.1453 ],0.1714,[23.0970 36.9030 ],43.5351,0.0039,127,0.0001
68,-73.8845,[3.2227 -3.3802 ],[0.1449 0.0914 ],0.1713,[-36.7943 -23.2057 ],43.5009,0.0039,127,0.0001
69,-74.2451,[3.3675 -3.2888 ],[-0.0918 -0.1444 ],0.1711,[23.3127 36.6873 ],43.4677,0.0039,127,0.0001
70,-74.5944,[3.2758 -3.4332 ],[0.1440 0.0922 ],0.1710,[-36.5820 -23.4180 ],43.4355,0.0039,127,0.0001
71,-74.9329,[3.4198 -3.3410 ],[-0.0926 -0.1436 ],0.1709,[23.5216 36.4784 ],43.4044,0.0039,127,0.0001
72,-75.2608,[3.3272 -3.4847 ],[0.1432 0.0930 ],0.1708,[-36.3763 -23.6237 ],43.3741,0.0039,127,0.0001
73,-75.5784,[3.4704 -3.3916 ],[-0.0934 -0.1428 ],0.1706,[23.7241 36.2759 ],43.3448,0.0039,127,0.0001
74,-75.8861,[3.3770 -3.5345 ],[0.1424 0.0938 ],0.1705,[-36.1771 -23.8229 ],43.3164,0.0039,127,0.0001
75,-76.1841,[3.5194 -3.4407 ],[-0.0942 -0.1420 ],0.1704,[23.9202 36.0798 ],43.2889,0.0039,127,0.0001
76,-76.4729,[3.4252 -3.5827 ],[0.1417 0.0946 ],0.1703,[-35.9841 -24.0159 ],43.2622,0.0039,127,0.0001
77,-76.7527,[3.5669 -3.4882 ],[-0.0949 -0.1413 ],0.1702,[24.1102 35.8898 ],43.2363,0.0039,127,0.0001
78,-77.0237,[3.4720 -3.6295 ],[0.1409 0.0953 ],0.1701,[-35.7971 -24.2029 ],43.2113,0.0039,127,0.0001
79,-77.2862,[3.6129 -3.5342 ],[-0.0956 -0.1406 ],0.1700,[24.2942 35.7058 ],43.1869,0.0039,127,0.0001
80,-77.5405,[3.5173 -3.6748 ],[0.1402 0.0960 ],0.1699,[-35.6159 -24.3841 ],43.1634,0.0039,127,0.0001
81,-77.7869,[3.6575 -3.5788 ],[-0.0963 -0.1399 ],0.1698,[24.4725 35.5275 ],43.1405,0.0039,127,0.0001
82,-78.0256,[3.5611 -3.7186 ],[0.1395 0.0967 ],0.1698,[-35.4404 -24.5596 ],43.1184,0.0039,127,0.0001
83,-78.2568,[3.7007 -3.6219 ],[-0.0970 -0.1392 ],0.1697,[24.6452 35.3548 ],43.0970,0.0039,127,0.0001
84,-78.4808,[3.6036 -3.7611 ],[0.1389 0.0974 ],0.1696,[-35.2704 -24.7296 ],43.0762,0.0039,127,0.0001
85,-78.6978,[3.7425 -3.6638 ],[-0.0977 -0.1385 ],0.1695,[24.8126 35.1874 ],43.0560,0.0039,127,0.0001
86,-78.9080,[3.6448 -3.8023 ],[0.1382 0.0980 ],0.1694,[-35.1058 -24.8942 ],43.0365,0.0039,127,0.0001
87,-79.1117,[3.7830 -3.7043 ],[-0.0983 -0.1379 ],0.1694,[24.9747 35.0253 ],43.0175,0.0039,127,0.0001
88,-79.3089,[3.6847 -3.8422 ],[0.1376 0.0986 ],0.1693,[-34.9462 -25.0538 ],42.9992,0.0039,127,0.0001
89,-79.5001,[3.8223 -3.7436 ],[-0.0989 -0.1373 ],0.1692,[25.1317 34.8683 ],42.9814,0.0039,127,0.0001
90,-79.6852,[3.7233 -3.8808 ],[0.1370 0.0992 ],0.1692,[-34.7916 -25.2084 ],42.9642,0.0039,127,0.0001
91,-79.8646,[3.8603 -3.7816 ],[-0.0995 -0.1367 ],0.1691,[25.2838 34.7162 ],42.9475,0.0039,127,0.0001
92,-80.0383,[3.7608 -3.9183 ],[0.1364 0.0998 ],0.1690,[-34.6419 -25.3581 ],42.9313,0.0039,127,0.0001
93,-80.2067,[3.8972 -3.8184 ],[-0.1001 -0.1361 ],0.1690,[25.4312 34.5688 ],42.9156,0.0039,127,0.0001
94,-80.3697,[3.7970 -3.9545 ],[0.1358 0.1004 ],0.1689,[-34.4969 -25.5031 ],42.9004,0.0039,127,0.0001
95,-80.5277,[3.9329 -3.8541 ],[-0.1007 -0.1355 ],0.1688,[25.5739 34.4261 ],42.8857,0.0039,127,0.0001
96,-80.6807,[3.8322 -3.9897 ],[0.1353 0.1010 ],0.1688,[-34.3564 -25.6436 ],42.8714,0.0039,127,0.0001
97,-80.8290,[3.9674 -3.8887 ],[-0.1012 -0.1350 ],0.1687,[25.7123 34.2877 ],42.8575,0.0039,127,0.0001
98,-80.9726,[3.8662 -4.0237 ],[0.1347 0.1015 ],0.1687,[-34.2202 -25.7798 ],42.8441,0.0039,127,0.0001
99,-81.1118,[4.0009 -3.9222 ],[-0.1018 -0.1345 ],0.1686,[25.8462 34.1538 ],42.8312,0.0039,127,0.0001
100,-81.2465,[3.8992 -4.0567 ],[0.1342 0.1020 ],0.1686,[-34.0883 -25.9117 ],42.8186,0.0039,127,0.0001
101,-81.3771,[4.0334 -3.9546 ],[-0.1023 -0.1340 ],0.1685,[25.9760 34.0240 ],42.8064,0.0039,127,0.0001
102,-81.5036,[3.9311 -4.0886 ],[0.1337 0.1025 ],0.1685,[-33.9606 -26.0394 ],42.7945,0.0039,127,0.0001
103,-81.6262,[4.0648 -3.9861 ],[-0.1028 -0.1335 ],0.1684,[26.1018 33.8982 ],42.7831,0.0039,127,0.0001
104,-81.7449,[3.9621 -4.1195 ],[0.1332 0.1030 ],0.1684,[-33.8368 -26.1632 ],42.7720,0.0039,127,0.0001
105,-81.8599,[4.0953 -4.0165 ],[-0.1032 -0.1330 ],0.1684,[26.2236 33.7764 ],42.7612,0.0039,127,0.0001
106,-81.9713,[3.9920 -4.1495 ],[0.1327 0.1035 ],0.1683,[-33.7169 -26.2831 ],42.7508,0.0039,127,0.0001
107,-82.0792,[4.1248 -4.0460 ],[-0.1037 -0.1325 ],0.1683,[26.3416 33.6584 ],42.7407,0.0039,127,0.0001
108,-82.1838,[4.0211 -4.1785 ],[0.1323 0.1039 ],0.1682,[-33.6008 -26.3992 ],42.7309,0.0039,127,0.0001
109,-82.2851,[4.1533 -4.0746 ],[-0.1042 -0.1321 ],0.1682,[26.4559 33.5441 ],42.7214,0.0039,127,0.0001
110,-82.3832,[4.0492 -4.2067 ],[0.1318 0.1044 ],0.1682,[-33.4883 -26.5117 ],42.7122,0.0039,127,0.0001
111,-82.4782,[4.1810 -4.1023 ],[-0.1046 -0.1316 ],0.1681,[26.5667 33.4333 ],42.7033,0.0039,127,0.0001
112,-82.5703,[4.0764 -4.2339 ],[0.1314 0.1048 ],0.1681,[-33.3793 -26.6207 ],42.6947,0.0039,127,0.0001
113,-82.6595,[4.2079 -4.1291 ],[-0.1050 -0.1312 ],0.1681,[26.6739 33.3261 ],42.6864,0.0039,127,0.0001
114,-82.7460,[4.1028 -4.2603 ],[0.1310 0.1052 ],0.1680,[-33.2737 -26.7263 ],42.6783,0.0039,127,0.0001
115,-82.8297,[4.2338 -4.1551 ],[-0.1054 -0.1308 ],0.1680,[26.7779 33.2221 ],42.6704,0.0039,127,0.0001
116,-82.9108,[4.1284 -4.2859 ],[0.1306 0.1056 ],0.1680,[-33.1714 -26.8286 ],42.6628,0.0039,127,0.0001
117,-82.9894,[4.2590 -4.1803 ],[-0.1058 -0.1304 ],0.1679,[26.8786 33.1214 ],42.6554,0.0039,127,0.0001
118,-83.0655,[4.1532 -4.3107 ],[0.1302 0.1060 ],0.1679,[-33.0723 -26.9277 ],42.6483,0.0039,127,0.0001
119,-83.1392,[4.2834 -4.2047 ],[-0.1062 -0.1300 ],0.1679,[26.9761 33.0239 ],42.6414,0.0039,127,0.0001
120,-83.2106,[4.1772 -4.3347 ],[0.1298 0.1064 ],0.1679,[-32.9763 -27.0237 ],42.6347,0.0039,127,0.0001
121,-83.2798,[4.3070 -4.2283 ],[-0.1066 -0.1296 ],0.1678,[27.0706 32.9294 ],42.6282,0.0039,127,0.0001
122,-83.3469,[4.2004 -4.3579 ],[0.1295 0.1068 ],0.1678,[-32.8833 -27.1167 ],42.6219,0.0039,127,0.0001
123,-83.4118,[4.3299 -4.2512 ],[-0.1069 -0.1293 ],0.1678,[27.1621 32.8379 ],42.6158,0.0039,127,0.0001
124,-83.4747,[4.2230 -4.3804 ],[0.1291 0.1071 ],0.1678,[-32.7932 -27.2068 ],42.6099,0.0039,127,0.0001
125,-83.5357,[4.3521 -4.2733 ],[-0.1073 -0.1289 ],0.1677,[27.2508 32.7492 ],42.6042,0.0039,127,0.0001
126,-83.5947,[4.2448 -4.4023 ],[0.1288 0.1075 ],0.1677,[-32.7059 -27.2941 ],42.5986,0.0039,127,0.0001
127,-83.6519,[4.3735 -4.2948 ],[-0.1076 -0.1286 ],0.1677,[27.3367 32.6633 ],42.5933,0.0039,127,0.0001
128,-83.7073,[4.2659 -4.4234 ],[0.1284 0.1078 ],0.1677,[-32.6213 -27.3787 ],42.5881,0.0039,127,0.0001
129,-83.7610,[4.3944 -4.3156 ],[-0.1080 -0.1283 ],0.1676,[27.4199 32.5801 ],42.5830,0.0039,127,0.0001
130,-83.8130,[4.2864 -4.4439 ],[0.1281 0.1081 ],0.1676,[-32.5394 -27.4606 ],42.5781,0.0039,127,0.0001
131,-83.8634,[4.4145 -4.3358 ],[-0.1083 -0.1280 ],0.1676,[27.5006 32.4994 ],42.5734,0.0039,127,0.0001
132,-83.9122,[4.3062 -4.4637 ],[0.1278 0.1084 ],0.1676,[-32.4601 -27.5399 ],42.5688,0.0039,127,0.0001
133,-83.9595,[4.4340 -4.3553 ],[-0.1086 -0.1276 ],0.1676,[27.5787 32.4213 ],42.5644,0.0039,127,0.0001
134,-84.0053,[4.3255 -4.4829 ],[0.1275 0.1087 ],0.1676,[-32.3832 -27.6168 ],42.5601,0.0039,127,0.0001
135,-84.0496,[4.4530 -4.3742 ],[-0.1089 -0.1273 ],0.1675,[27.6543 32.3457 ],42.5559,0.0039,127,0.0001
136,-84.0926,[4.3441 -4.5016 ],[0.1272 0.1090 ],0.1675,[-32.3087 -27.6913 ],42.5519,0.0039,127,0.0001
137,-84.1343,[4.4713 -4.3925 ],[-0.1092 -0.1271 ],0.1675,[27.7276 32.2724 ],42.5479,0.0039,127,0.0001
138,-84.1746,[4.3621 -4.5196 ],[0.1269 0.1093 ],0.1675,[-32.2366 -27.7634 ],42.5442,0.0039,127,0.0001
139,-84.2137,[4.4890 -4.4103 ],[-0.1094 -0.1268 ],0.1675,[27.7986 32.2014 ],42.5405,0.0039,127,0.0001
140,-84.2515,[4.3796 -4.5371 ],[0.1266 0.1096 ],0.1675,[-32.1667 -27.8333 ],42.5369,0.0039,127,0.0001
141,-84.2882,[4.5062 -4.4275 ],[-0.1097 -0.1265 ],0.1675,[27.8674 32.1326 ],42.5335,0.0039,127,0.0001
142,-84.3237,[4.3965 -4.5540 ],[0.1264 0.1098 ],0.1674,[-32.0990 -27.9010 ],42.5301,0.0039,127,0.0001
143,-84.3582,[4.5229 -4.4441 ],[-0.1100 -0.1262 ],0.1674,[27.9341 32.0659 ],42.5269,0.0039,127,0.0001
144,-84.3915,[4.4129 -4.5704 ],[0.1261 0.1101 ],0.1674,[-32.0334 -27.9666 ],42.5238,0.0039,127,0.0001
145,-84.4238,[4.5390 -4.4603 ],[-0.1102 -0.1260 ],0.1674,[27.9986 32.0014 ],42.5207,0.0039,127,0.0001
146,-84.4551,[4.4288 -4.5863 ],[0.1259 0.1104 ],0.1674,[-31.9699 -28.0301 ],42.5178,0.0039,127,0.0001
147,-84.4854,[4.5547 -4.4759 ],[-0.1105 -0.1257 ],0.1674,[28.0612 31.9388 ],42.5149,0.0039,127,0.0001
148,-84.5148,[4.4442 -4.6017 ],[0.1256 0.1106 ],0.1674,[-31.9083 -28.0917 ],42.5122,0.0039,127,0.0001
149,-84.5432,[4.5698 -4.4911 ],[-0.1107 -0.1255 ],0.1674,[28.1217 31.8783 ],42.5095,0.0039,127,0.0001
150,-84.5708,[4.4591 -4.6166 ],[0.1254 0.1108 ],0.1673,[-31.8487 -28.1513 ],42.5069,0.0039,127,0.0001
151,-84.5975,[4.5845 -4.5057 ],[-0.1109 -0.1253 ],0.1673,[28.1804 31.8196 ],42.5044,0.0039,127,0.0001
152,-84.6234,[4.4735 -4.6310 ],[0.1252 0.1111 ],0.1673,[-31.7909 -28.2091 ],42.5019,0.0039,127,0.0001
153,-84.6484,[4.5987 -4.5200 ],[-0.1112 -0.1251 ],0.1673,[28.2373 31.7627 ],42.4996,0.0039,127,0.0001
154,-84.6727,[4.4875 -4.6450 ],[0.1249 0.1113 ],0.1673,[-31.7350 -28.2650 ],42.4973,0.0039,127,0.0001
155,-84.6962,[4.6125 -4.5337 ],[-0.1114 -0.1248 ],0.1673,[28.2924 31.7076 ],42.4951,0.0039,127,0.0001
156,-84.7190,[4.5011 -4.6586 ],[0.1247 0.1115 ],0.1673,[-31.6807 -28.3193 ],42.4929,0.0039,127,0.0001
157,-84.7410,[4.6258 -4.5471 ],[-0.1116 -0.1246 ],0.1673,[28.3457 31.6543 ],42.4909,0.0039,127,0.0001
158,-84.7624,[4.5142 -4.6717 ],[0.1245 0.1117 ],0.1673,[-31.6282 -28.3718 ],42.4888,0.0039,127,0.0001
159,-84.7831,[4.6387 -4.5600 ],[-0.1118 -0.1244 ],0.1673,[28.3974 31.6026 ],42.4869,0.0039,127,0.0001
160,-84.8032,[4.5269 -4.6844 ],[0.1243 0.1119 ],0.1673,[-31.5773 -28.4227 ],42.4850,0.0039,127,0.0001
161,-84.8226,[4.6512 -4.5725 ],[-0.1120 -0.1242 ],0.1673,[28.4475 31.5525 ],42.4832,0.0039,127,0.0001
162,-84.8415,[4.5392 -4.6967 ],[0.1241 0.1121 ],0.1672,[-31.5281 -28.4719 ],42.4814,0.0039,127,0.0001
163,-84.8597,[4.6634 -4.5846 ],[-0.1122 -0.1240 ],0.1672,[28.4960 31.5040 ],42.4797,0.0039,127,0.0001
164,-84.8774,[4.5512 -4.7087 ],[0.1239 0.1123 ],0.1672,[-31.4803 -28.5197 ],42.4780,0.0039,127,0.0001
165,-84.8945,[4.6751 -4.5964 ],[-0.1124 -0.1238 ],0.1672,[28.5430 31.4570 ],42.4764,0.0039,127,0.0001
166,-84.9111,[4.5627 -4.7202 ],[0.1238 0.1125 ],0.1672,[-31.4340 -28.5660 ],42.4749,0.0039,127,0.0001
167,-84.9271,[4.6865 -4.6078 ],[-0.1126 -0.1237 ],0.1672,[28.5885 31.4115 ],42.4733,0.0039,127,0.0001
168,-84.9427,[4.5740 -4.7314 ],[0.1236 0.1126 ],0.1672,[-31.3892 -28.6108 ],42.4719,0.0039,127,0.0001
169,-84.9578,[4.6975 -4.6188 ],[-0.1127 -0.1235 ],0.1672,[28.6326 31.3674 ],42.4705,0.0039,127,0.0001
170,-84.9724,[4.5848 -4.7423 ],[0.1234 0.1128 ],0.1672,[-31.3458 -28.6542 ],42.4691,0.0039,127,0.0001
171,-84.9865,[4.7082 -4.6295 ],[-0.1129 -0.1233 ],0.1672,[28.6754 31.3246 ],42.4677,0.0039,127,0.0001
172,-85.0002,[4.5953 -4.7528 ],[0.1232 0.1130 ],0.1672,[-31.3038 -28.6962 ],42.4665,0.0039,127,0.0001
173,-85.0135,[4.7186 -4.6398 ],[-0.1131 -0.1232 ],0.1672,[28.7168 31.2832 ],42.4652,0.0039,127,0.0001
174,-85.0264,[4.6055 -4.7630 ],[0.1231 0.1131 ],0.1672,[-31.2630 -28.7370 ],42.4640,0.0039,127,0.0001
175,-85.0388,[4.7286 -4.6498 ],[-0.1132 -0.1230 ],0.1672,[28.7569 31.2431 ],42.4628,0.0039,127,0.0001
176,-85.0509,[4.6154 -4.7728 ],[0.1229 0.1133 ],0.1672,[-31.2236 -28.7764 ],42.4617,0.0039,127,0.0001
177,-85.0626,[4.7383 -4.6596 ],[-0.1134 -0.1229 ],0.1672,[28.7957 31.2043 ],42.4606,0.0039,127,0.0001
178,-85.0739,[4.6249 -4.7824 ],[0.1228 0.1134 ],0.1672,[-31.1853 -28.8147 ],42.4595,0.0039,127,0.0001
179,-85.0849,[4.7477 -4.6690 ],[-0.1135 -0.1227 ],0.1672,[28.8333 31.1667 ],42.4585,0.0039,127,0.0001
180,-85.0956,[4.6342 -4.7917 ],[0.1226 0.1136 ],0.1672,[-31.1483 -28.8517 ],42.4575,0.0039,127,0.0001
181,-85.1059,[4.7568 -4.6781 ],[-0.1137 -0.1226 ],0.1672,[28.8698 31.1302 ],42.4565,0.0039,127,0.0001
182,-85.1158,[4.6432 -4.8006 ],[0.1225 0.1137 ],0.1671,[-31.1124 -28.8876 ],42.4556,0.0039,127,0.0001
183,-85.1255,[4.7656 -4.6869 ],[-0.1138 -0.1224 ],0.1671,[28.9051 31.0949 ],42.4547,0.0039,127,0.0001
184,-85.1349,[4.6518 -4.8093 ],[0.1224 0.1139 ],0.1671,[-31.0776 -28.9224 ],42.4538,0.0039,127,0.0001
185,-85.1439,[4.7742 -4.6955 ],[-0.1139 -0.1223 ],0.1671,[28.9393 31.0607 ],42.4529,0.0039,127,0.0001
186,-85.1527,[4.6603 -4.8177 ],[0.1222 0.1140 ],0.1671,[-31.0440 -28.9560 ],42.4521,0.0039,127,0.0001
187,-85.1612,[4.7825 -4.7037 ],[-0.1141 -0.1222 ],0.1671,[28.9725 31.0275 ],42.4513,0.0039,127,0.0001
188,-85.1695,[4.6684 -4.8259 ],[0.1221 0.1141 ],0.1671,[-31.0114 -28.9886 ],42.4505,0.0039,127,0.0001
189,-85.1775,[4.7905 -4.7118 ],[-0.1142 -0.1220 ],0.1671,[29.0046 30.9954 ],42.4498,0.0039,127,0.0001
190,-85.1852,[4.6763 -4.8338 ],[0.1220 0.1143 ],0.1671,[-30.9797 -29.0203 ],42.4490,0.0039,127,0.0001
191,-85.1927,[4.7983 -4.7196 ],[-0.1143 -0.1219 ],0.1671,[29.0357 30.9643 ],42.4483,0.0039,127,0.0001
192,-85.2000,[4.6840 -4.8415 ],[0.1218 0.1144 ],0.1671,[-30.9491 -29.0509 ],42.4476,0.0039,127,0.0001
193,-85.2070,[4.8058 -4.7271 ],[-0.1144 -0.1218 ],0.1671,[29.0658 30.9342 ],42.4470,0.0039,127,0.0001
194,-85.2138,[4.6914 -4.8489 ],[0.1217 0.1145 ],0.1671,[-30.9195 -29.0805 ],42.4463,0.0039,127,0.0001
